mechanism,base_rate,group_gap,seed,aggregation,statistic,statistic_max,statistic_mean,statistic_weighted,eo_gap,tpr_gap,fpr_gap,dp_gap,eo_base,dp_base,eo_gap_delta,dp_gap_delta
mcar,0.3,0.05,0,max,0.04713983600593691,0.04713983600593691,0.028870448636819056,0.03819595650940584,0.10638674555780059,0.10638674555780059,0.07968622970678847,0.17907933829850955,0.12231980176610047,0.18339011088880486,-0.01593305620829988,-0.004310772590295303
mcar,0.3,0.05,1,max,0.0475013821243262,0.0475013821243262,0.03639483983354456,0.04324286799522796,0.1688048737281474,0.1688048737281474,0.08801544937450495,0.19896374874278525,0.1434633141794267,0.19624947389636793,0.025341559548720693,0.002714274846417314
mcar,0.3,0.05,2,max,0.041993485618233684,0.041993485618233684,0.028110767741022214,0.03236119318904594,0.07349439807914267,0.04750290360046461,0.07349439807914267,0.17270137402284655,0.07693896203072877,0.17573775623511084,-0.0034445639515860993,-0.0030363822122642936
mcar,0.3,0.05,3,max,0.047286549874516026,0.047286549874516026,0.030042580046840982,0.03674315427631255,0.115469525808924,0.115469525808924,0.07904620718244185,0.1809779431171843,0.13366823286347435,0.18417956226475513,-0.018198707054550345,-0.0032016191475708333
mcar,0.3,0.05,4,max,0.04635725629780707,0.04635725629780707,0.02649066790693445,0.03688803049375148,0.1008683417656756,0.1008683417656756,0.08023197803319591,0.18525050479758814,0.10754220908419077,0.18343341169211658,-0.006673867318515159,0.0018170931054715678
mcar,0.3,0.05,5,max,0.03739853128459186,0.03739853128459186,0.021567880294506313,0.028029104971512918,0.11057833780511483,0.11057833780511483,0.08134829708766707,0.18649882055092717,0.10966818958574243,0.1858598825142217,0.0009101482193724086,0.0006389380367054776
mcar,0.3,0.05,6,max,0.04970155128306275,0.04970155128306275,0.038088625857435957,0.042444950060448454,0.1396921764588182,0.1396921764588182,0.09126589007709429,0.19314414723154,0.14394015185820952,0.19084101057876524,-0.004247975399391313,0.002303136652774762
mcar,0.3,0.05,7,max,0.04887528330630758,0.04887528330630758,0.02917627537444597,0.03560178154273231,0.09440341278042219,0.09440341278042219,0.07226481358762506,0.17860740564597893,0.08177347133524193,0.17650742106891049,0.01262994144518026,0.0020999845770684478
mcar,0.3,0.05,8,max,0.03451047853095776,0.03451047853095776,0.022177572985641793,0.02681237263966464,0.13811531267070948,0.13811531267070948,0.08940711328804354,0.19442979868376248,0.10883605824674858,0.18795691143511073,0.0292792544239609,0.006472887248651749
mcar,0.3,0.05,9,max,0.04569293712846678,0.04569293712846678,0.030669264238470016,0.03479138273760454,0.13686626358524218,0.13686626358524218,0.07912039517477636,0.184493666979256,0.14093527167074182,0.18780469437107072,-0.004069008085499648,-0.0033110273918147137
mcar,0.3,0.1,0,max,0.09428874695508885,0.09428874695508885,0.0577526475631988,0.0763693246865482,0.12260659547127262,0.12260659547127262,0.0792042245654003,0.18062639713411693,0.12231980176610047,0.18339011088880486,0.0002867937051721503,-0.0027637137546879242
mcar,0.3,0.1,1,max,0.09487911823310219,0.09487911823310219,0.0727415385241011,0.08643316058257769,0.15114286821447948,0.15114286821447948,0.08518144682843791,0.19501184597661628,0.1434633141794267,0.19624947389636793,0.007679554035052771,-0.0012376279197516549
mcar,0.3,0.1,2,max,0.08399754815976351,0.08399754815976351,0.056215914212034035,0.06470478837306257,0.07544812010017461,0.06480836236933796,0.07544812010017461,0.17663128394541372,0.07693896203072877,0.17573775623511084,-0.0014908419305541543,0.0008935277103028771
mcar,0.3,0.1,3,max,0.09454405914678168,0.09454405914678168,0.06010074959638771,0.07351096756970309,0.11523070856520823,0.11523070856520823,0.07899270880682471,0.18229570207884838,0.13366823286347435,0.18417956226475513,-0.018437524298266117,-0.0018838601859067494
mcar,0.3,0.1,4,max,0.09280978618896404,0.09280978618896404,0.05297805293412859,0.07381309441693633,0.12048348587345797,0.12048348587345797,0.07778024464507216,0.18480881154888368,0.10754220908419077,0.18343341169211658,0.012941276789267209,0.001375399856767101
mcar,0.3,0.1,5,max,0.07477701499715264,0.07477701499715264,0.04312631688742893,0.056052163380599394,0.11793559166640533,0.11793559166640533,0.07982041320684201,0.18453298999158002,0.10966818958574243,0.1858598825142217,0.0082674020806629,-0.0013268925226416761
mcar,0.3,0.1,6,max,0.09934107571518222,0.09934107571518222,0.07617868499738967,0.08488180001538542,0.14624250976757908,0.14624250976757908,0.08882059409402907,0.19283139749951078,0.14394015185820952,0.19084101057876524,0.0023023579093695568,0.001990386920745546
mcar,0.3,0.1,7,max,0.09777674392279492,0.09777674392279492,0.058402602786087374,0.07123828752779691,0.10173546999136085,0.10173546999136085,0.07153221508200443,0.17830677955204904,0.08177347133524193,0.17650742106891049,0.019961998656118918,0.0017993584831385578
mcar,0.3,0.1,8,max,0.06894475163264843,0.06894475163264843,0.04431661774410085,0.05358086801209279,0.1252020923803585,0.1252020923803585,0.08966306414547892,0.19179148286594494,0.10883605824674858,0.18795691143511073,0.01636603413360993,0.0038345714308342105
mcar,0.3,0.1,9,max,0.09130902221147114,0.09130902221147114,0.061321586404795715,0.06956261098520042,0.1649189574445592,0.1649189574445592,0.07800135567353433,0.18703169004173287,0.14093527167074182,0.18780469437107072,0.023983685773817376,-0.0007730043293378563
mcar,0.3,0.2,0,max,0.18848825010400716,0.18848825010400716,0.11544769966984778,0.15270022342912254,0.1043262732431926,0.1043262732431926,0.08007771006109354,0.17830525890007984,0.12231980176610047,0.18339011088880486,-0.017993528522907865,-0.00508485198872502
mcar,0.3,0.2,1,max,0.18977877429439693,0.18977877429439693,0.1454739108638033,0.17286576854909808,0.17175407712492108,0.17175407712492108,0.08715586170236328,0.20066170499072278,0.1434633141794267,0.19624947389636793,0.028290762945494374,0.004412231094354846
mcar,0.3,0.2,2,max,0.16795896609662977,0.16795896609662977,0.11239650514747401,0.12939410040820049,0.07695631245089608,0.05476190476190479,0.07695631245089608,0.17735629081614418,0.07693896203072877,0.17573775623511084,1.7350420167316916e-05,0.0016185345810333374
mcar,0.3,0.2,3,max,0.1890590776913129,0.1890590776913129,0.12018889983008303,0.14700017611275099,0.13775173003654456,0.13775173003654456,0.07711108279728371,0.1847501916983662,0.13366823286347435,0.18417956226475513,0.004083497173070216,0.0005706294336110806
mcar,0.3,0.2,4,max,0.1856175791684379,0.1856175791684379,0.1059831115814964,0.1476157941245957,0.13053265874594966,0.13053265874594966,0.07790740191646377,0.18753211217587773,0.10754220908419077,0.18343341169211658,0.022990449661758894,0.004098700483761153
mcar,0.3,0.2,5,max,0.14953826008891782,0.14953826008891782,0.08625423995203467,0.11211521987005715,0.11108012040113246,0.11108012040113246,0.08325973385096748,0.18651842713061945,0.10966818958574243,0.1858598825142217,0.001411930815390039,0.0006585446163977493
mcar,0.3,0.2,6,max,0.19867101431461737,0.19867101431461737,0.15237748700843823,0.16978216308609181,0.15925366218393594,0.15925366218393594,0.08844075727842493,0.1941908616929328,0.14394015185820952,0.19084101057876524,0.01531351032572642,0.0033498511141675513
mcar,0.3,0.2,7,max,0.1955796651557695,0.1955796651557695,0.11677889163720283,0.14245766680262323,0.09140085488907335,0.09140085488907335,0.07207026460687933,0.17850489083840804,0.08177347133524193,0.17650742106891049,0.009627383553831415,0.0019974697694975507
mcar,0.3,0.2,8,max,0.1379573577263522,0.1379573577263522,0.08869049992035861,0.10723373660393062,0.1270878281069806,0.1270878281069806,0.08729789615547831,0.1907363693780738,0.10883605824674858,0.18795691143511073,0.018251769860232026,0.0027794579429630817
mcar,0.3,0.2,9,max,0.18254119237747976,0.18254119237747976,0.12262702795783571,0.13911719405407574,0.1357927438523262,0.1357927438523262,0.07838532787816797,0.18411339931783421,0.14093527167074182,0.18780469437107072,-0.005142527818415621,-0.0036912950532365096
mcar,0.3,0.3,0,max,0.2826877532529255,0.2826877532529255,0.17316346076945524,0.22904221421745363,0.13585267557621683,0.13585267557621683,0.07578942618827605,0.17974136831073234,0.12231980176610047,0.18339011088880486,0.013532873810116364,-0.003648742578072517
mcar,0.3,0.3,1,max,0.2847251768029617,0.2847251768029617,0.21824446926170804,0.25932415710161544,0.17943363115997385,0.17943363115997385,0.08400333709864374,0.19931460799598483,0.1434633141794267,0.19624947389636793,0.035970316980547146,0.003065134099616895
mcar,0.3,0.3,2,max,0.25187367688730267,0.25187367688730267,0.16859745666025897,0.1940859627715626,0.07672873479522824,0.06736353077816493,0.07672873479522824,0.17914334623675,0.07693896203072877,0.17573775623511084,-0.00021022723550052913,0.003405590001639147
mcar,0.3,0.3,3,max,0.28371750969360354,0.28371750969360354,0.18032452533226234,0.22054676237930926,0.12724654825774484,0.12724654825774484,0.07846928561917749,0.184784340901614,0.13366823286347435,0.18417956226475513,-0.006421684605729505,0.0006047786368588715
mcar,0.3,0.3,4,max,0.27837858633337076,0.27837858633337076,0.15891109582134372,0.22134960321346753,0.12097663577966,0.12097663577966,0.07857629622921482,0.18675124702540824,0.10754220908419077,0.18343341169211658,0.013434426695469237,0.0033178353332916632
mcar,0.3,0.3,5,max,0.22424853345352389,0.22424853345352389,0.12939150182874354,0.16815969479436832,0.11319801662421758,0.11319801662421758,0.08195295263113789,0.18642337462932235,0.10966818958574243,0.1858598825142217,0.003529827038475153,0.00056349211510065
mcar,0.3,0.3,6,max,0.2980009529140526,0.2980009529140526,0.22854742734130645,0.2546589960106798,0.15712901629158466,0.15712901629158466,0.08729385321659222,0.1926445907312191,0.14394015185820952,0.19084101057876524,0.013188864433375136,0.0018035801524538542
mcar,0.3,0.3,7,max,0.29338258638874415,0.29338258638874415,0.1751840128736259,0.21371235175066644,0.10738202926047014,0.10738202926047014,0.07248388384615229,0.18139858068508358,0.08177347133524193,0.17650742106891049,0.025608557925228204,0.004891159616173091
mcar,0.3,0.3,8,max,0.20687268755546456,0.20687268755546456,0.13300601633786152,0.16082161824143934,0.1295405260747452,0.1295405260747452,0.08739506644765488,0.1916184643499196,0.10883605824674858,0.18795691143511073,0.02070446782799662,0.00366155291480888
mcar,0.3,0.3,9,max,0.27382010243598665,0.27382010243598665,0.18396051344637465,0.20867577314845542,0.13632950371878422,0.13632950371878422,0.08220922020359457,0.18703169004173287,0.14093527167074182,0.18780469437107072,-0.004605767951957607,-0.0007730043293378563
mar,0.05,0.0,0,max,3.512364557502201e-05,3.512364557502201e-05,1.333554439161e-05,1.605242959391393e-05,0.11348145999554449,0.11348145999554449,0.07731696638725462,0.1798529288252717,0.11348145999554449,0.1798529288252717,0.0,0.0
mar,0.05,0.0,1,max,3.1719990138193155e-05,3.1719990138193155e-05,1.806089961171424e-05,1.698990621839002e-05,0.1594452010053033,0.1594452010053033,0.08731406802238935,0.20056562315369736,0.1594452010053033,0.20056562315369736,0.0,0.0
mar,0.05,0.0,2,max,5.0650697336097894e-05,5.0650697336097894e-05,2.940567037064308e-05,2.9015534424641835e-05,0.07840472876197352,0.04494773519163753,0.07840472876197352,0.17769604381492532,0.07840472876197352,0.17769604381492532,0.0,0.0
mar,0.05,0.0,3,max,5.527228509444662e-05,5.527228509444662e-05,2.2185932795697195e-05,2.3093322096169022e-05,0.11498772590445083,0.11498772590445083,0.07878256882719753,0.18465104642915664,0.11498772590445083,0.18465104642915664,0.0,0.0
mar,0.05,0.0,4,max,4.535689266904619e-05,4.535689266904619e-05,2.4092350874732083e-05,1.589067880877282e-05,0.11833608095048609,0.11833608095048609,0.07768461296393943,0.18650056228330242,0.11833608095048609,0.18650056228330242,0.0,0.0
mar,0.05,0.0,5,max,5.0748266961282706e-05,5.0748266961282706e-05,3.057482755348499e-05,3.2347679845900916e-05,0.1040992034868552,0.1040992034868552,0.08313188289014235,0.18617444988765136,0.1040992034868552,0.18617444988765136,0.0,0.0
mar,0.05,0.0,6,max,5.697571535272228e-05,5.697571535272228e-05,2.5628586699465854e-05,2.7684739206677204e-05,0.14925308297439893,0.14925308297439893,0.08746012830603261,0.19371962941757453,0.14925308297439893,0.19371962941757453,0.0,0.0
mar,0.05,0.0,7,max,4.601523000278239e-05,4.601523000278239e-05,2.7563596404281064e-05,2.2219642893026987e-05,0.08657728163343659,0.08657728163343659,0.07617666668693218,0.1826771866774138,0.08657728163343659,0.1826771866774138,0.0,0.0
mar,0.05,0.0,8,max,4.3734498373040886e-05,4.3734498373040886e-05,2.143946116913622e-05,2.4956769509074804e-05,0.1268395234758234,0.1268395234758234,0.08460813631118487,0.19138399468594824,0.1268395234758234,0.19138399468594824,0.0,0.0
mar,0.05,0.0,9,max,3.0932151078275766e-05,3.0932151078275766e-05,1.9798398908125667e-05,1.868073584301096e-05,0.13788044645871483,0.13788044645871483,0.07978970824606693,0.18688983966092204,0.13788044645871483,0.18688983966092204,0.0,0.0
mar,0.05,0.05,0,max,0.04713876971155008,0.04713876971155008,0.028850570712790437,0.03818166446153659,0.1221989433709823,0.1221989433709823,0.07685534243956996,0.1812898937613424,0.11348145999554449,0.1798529288252717,0.008717483375437818,0.001436964936070706
mar,0.05,0.05,1,max,0.04747954160842833,0.04747954160842833,0.03637122474726219,0.04321329127075578,0.15851933658839024,0.15851933658839024,0.08648612161425293,0.19999819692182447,0.1594452010053033,0.20056562315369736,-0.0009258644169130581,-0.0005674262318728918
mar,0.05,0.05,2,max,0.041986031622721146,0.041986031622721146,0.028117401113175587,0.03236812887838293,0.07773934621513728,0.05278745644599303,0.07773934621513728,0.1783595037299131,0.07840472876197352,0.17769604381492532,-0.0006653825468362351,0.0006634599149877851
mar,0.05,0.05,3,max,0.04724586584827441,0.04724586584827441,0.030057548868968213,0.03674881589133018,0.12362402390394,0.12362402390394,0.07763450598493092,0.18504970397769416,0.11498772590445083,0.18465104642915664,0.008636297999489173,0.00039865754853751767
mar,0.05,0.05,4,max,0.046340000018384855,0.046340000018384855,0.026483376764822042,0.03688791043152799,0.11903245978056964,0.11903245978056964,0.07934082222309861,0.1880622925842414,0.11833608095048609,0.18650056228330242,0.0006963788300835549,0.0015617303009389794
mar,0.05,0.05,5,max,0.03738253791900657,0.03738253791900657,0.021560580898739037,0.02802205196778866,0.10692306511763539,0.10692306511763539,0.0833865302036132,0.18727692589323736,0.1040992034868552,0.18617444988765136,0.002823861630780189,0.001102476005585995
mar,0.05,0.05,6,max,0.049618722688708164,0.049618722688708164,0.038086427610521,0.04243320891704934,0.15500700316985583,0.15500700316985583,0.08898686918346947,0.19625295894476313,0.14925308297439893,0.19371962941757453,0.005753920195456896,0.002533329527188599
mar,0.05,0.05,7,max,0.048897097731457353,0.048897097731457353,0.029198763815237123,0.03561125217948665,0.09278567354982248,0.09278567354982248,0.07633615632010603,0.1843256020515019,0.08657728163343659,0.1826771866774138,0.006208391916385891,0.0016484153740880803
mar,0.05,0.05,8,max,0.03453459849364006,0.03453459849364006,0.022190119917172957,0.02682790573630116,0.12880802741283126,0.12880802741283126,0.08642584256722043,0.19306282618853401,0.1268395234758234,0.19138399468594824,0.0019685039370078705,0.0016788315025857703
mar,0.05,0.05,9,max,0.04561198509243429,0.04561198509243429,0.030653720718664568,0.03476205835503717,0.1484574121626921,0.1484574121626921,0.07899416329777734,0.1881202713453342,0.13788044645871483,0.18688983966092204,0.010576965703977259,0.0012304316844121699
mar,0.05,0.1,0,max,0.0941893619113165,0.0941893619113165,0.05773276963917019,0.07634725485746863,0.13409402260509296,0.13409402260509296,0.07855255103128032,0.18338986645297106,0.11348145999554449,0.1798529288252717,0.020612562609548468,0.0035369376276993547
mar,0.05,0.1,1,max,0.09490402416447433,0.09490402416447433,0.07272727272727272,0.08641971247299977,0.14806218930259846,0.14806218930259846,0.08699607331913696,0.19928113990108262,0.1594452010053033,0.20056562315369736,-0.011383011702704837,-0.0012844832526147376
mar,0.05,0.1,2,max,0.08394338701805759,0.08394338701805759,0.056203025866276235,0.06469598348621335,0.07741919254137387,0.04297328687572588,0.07741919254137387,0.1771262230208291,0.07840472876197352,0.17769604381492532,-0.0009855362205996449,-0.0005698207940962319
mar,0.05,0.1,3,max,0.09459980713596915,0.09459980713596915,0.06009643201542912,0.07351975618421362,0.13261021693491948,0.13261021693491948,0.07915127717225542,0.1875486250880311,0.11498772590445083,0.18465104642915664,0.017622491030468646,0.0028975786588744668
mar,0.05,0.1,4,max,0.09279252990954187,0.09279252990954187,0.05299095418733586,0.07379272401465943,0.12649934625660852,0.12649934625660852,0.07962718981131872,0.1888431577347109,0.11833608095048609,0.18650056228330242,0.008163265306122436,0.002342595451408469
mar,0.05,0.1,5,max,0.07471432757105186,0.07471432757105186,0.043129211837093465,0.05603671879755016,0.10561322570808396,0.10561322570808396,0.08163543444543388,0.18614504001811294,0.1040992034868552,0.18617444988765136,0.0015140222212287613,-2.9409869538421507e-05
mar,0.05,0.1,6,max,0.09935584618387663,0.09935584618387663,0.07618582861604528,0.08490665873671153,0.14093352780732338,0.14093352780732338,0.08819246181136906,0.1938021862751899,0.14925308297439893,0.19371962941757453,-0.008319555167075554,8.255685761537901e-05
mar,0.05,0.1,7,max,0.09779855834794467,0.09779855834794467,0.05840639002532631,0.07123763397300908,0.09983681443712278,0.09983681443712278,0.07496559928179002,0.18390862449243556,0.08657728163343659,0.1826771866774138,0.013259532803686191,0.0012314378150217464
mar,0.05,0.1,8,max,0.06896887159533074,0.06896887159533074,0.04433852140077821,0.05361552698210527,0.13619784913010613,0.13619784913010613,0.08789042767364405,0.1945390644180282,0.1268395234758234,0.19138399468594824,0.00935832565428274,0.0031550697320799626
mar,0.05,0.1,9,max,0.0912280701754386,0.0912280701754386,0.06130604288499025,0.06953860981724758,0.15605866846723343,0.15605866846723343,0.0785799522673031,0.18825565265742922,0.13788044645871483,0.18688983966092204,0.018178222008518596,0.0013658129965071764
mar,0.05,0.2,0,max,0.14138236161636025,0.14138236161636025,0.08659915445875528,0.11453317212987614,0.14365686145773515,0.14365686145773515,0.07830135786373449,0.18438462252214172,0.11348145999554449,0.1798529288252717,0.030175401462190665,0.0045316936968700094
mar,0.05,0.2,1,max,0.14235603624671148,0.14235603624671148,0.1091298840494982,0.12965869071978398,0.16049562117337052,0.16049562117337052,0.08690062217272122,0.2003065232898421,0.1594452010053033,0.20056562315369736,0.0010504201680672232,-0.00025909986385524997
mar,0.05,0.2,2,max,0.1259150805270864,0.1259150805270864,0.08429477794045877,0.09702284759836077,0.07757926937825559,0.0426248548199768,0.07757926937825559,0.1771262230208291,0.07840472876197352,0.17769604381492532,-0.000825459383717933,-0.0005698207940962319
mar,0.05,0.2,3,max,0.14185149469623914,0.14185149469623914,0.09014464802314368,0.11025088416645723,0.1329601119664101,0.1329601119664101,0.07894306395404896,0.18756343558497085,0.11498772590445083,0.18465104642915664,0.017972386061959278,0.00291238915581421
mar,0.05,0.2,4,max,0.13918879486431282,0.13918879486431282,0.07946697792043575,0.11070226512597005,0.1254547780114832,0.1254547780114832,0.07937234781335746,0.188288844464622,0.11833608095048609,0.18650056228330242,0.007118697060997103,0.0017882821813195726
mar,0.05,0.2,5,max,0.11212032425041508,0.11212032425041508,0.06469381775564019,0.08407821189512678,0.10750358487632594,0.10750358487632594,0.08157150896502133,0.18637435818009168,0.1040992034868552,0.18617444988765136,0.0034043813894707453,0.0001999082924403206
mar,0.05,0.2,6,max,0.14903376927581496,0.14903376927581496,0.11428850283037284,0.12735460865109424,0.15022720810472112,0.15022720810472112,0.0887385737164136,0.1954960932537021,0.14925308297439893,0.19371962941757453,0.0009741251303221898,0.001776463836127562
mar,0.05,0.2,7,max,0.146697837521917,0.146697837521917,0.08759010325345802,0.10685286503560452,0.09041270701697912,0.09041270701697912,0.07480610964861617,0.18288913462133838,0.08657728163343659,0.1826771866774138,0.0038354253835425345,0.0002119479439245675
mar,0.05,0.2,8,max,0.10340466926070038,0.10340466926070038,0.06649805447470816,0.08041428646237703,0.14997737668916128,0.14997737668916128,0.08670784367864375,0.19510930038251673,0.1268395234758234,0.19138399468594824,0.02313785321333789,0.0037253056965684817
mar,0.05,0.2,9,max,0.13693957115009747,0.13693957115009747,0.09196881091617934,0.10433473231380463,0.15023342574878684,0.15023342574878684,0.07934525838975208,0.18825565265742922,0.13788044645871483,0.18688983966092204,0.012352979290072008,0.0013658129965071764
mar,0.05,0.3,0,max,0.18847704257201847,0.18847704257201847,0.11544587552846326,0.15268091248574597,0.145143746361999,0.145143746361999,0.07805016469618864,0.18427403975093748,0.11348145999554449,0.1798529288252717,0.03166228636645452,0.004421110925665772
mar,0.05,0.3,1,max,0.18980804832894865,0.18980804832894865,0.14549352041313457,0.17288774295759016,0.17898246255023748,0.17898246255023748,0.08651829023265821,0.20234390282940015,0.1594452010053033,0.20056562315369736,0.01953726154493418,0.001778279675702793
mar,0.05,0.3,2,max,0.16788677403611518,0.16788677403611518,0.11240605173255247,0.12937640520007304,0.07707396366830106,0.05481997677119632,0.07707396366830106,0.17802509942532346,0.07840472876197352,0.17769604381492532,-0.0013307650936724563,0.00032905561039814346
mar,0.05,0.3,3,max,0.18910318225650916,0.18910318225650916,0.12023143683702989,0.14703354763701343,0.13470958712386283,0.13470958712386283,0.07810635755838169,0.18742561290314508,0.11498772590445083,0.18465104642915664,0.019721861219411996,0.002774566473988438
mar,0.05,0.3,4,max,0.18558505981908374,0.18558505981908374,0.10594300165353565,0.1475897461286437,0.13122903757603321,0.13122903757603321,0.07870345350060641,0.18829688875186373,0.11833608095048609,0.18650056228330242,0.012892956625547125,0.0017963264685613156
mar,0.05,0.3,5,max,0.1495263209297783,0.1495263209297783,0.08625842367418694,0.11211797991764937,0.11057833780511483,0.11057833780511483,0.08150758348460876,0.18660857798699346,0.1040992034868552,0.18617444988765136,0.006479134318259638,0.00043412809934209595
mar,0.05,0.3,6,max,0.19861409330470428,0.19861409330470428,0.15237165723209056,0.1697918371774561,0.1635042703539497,0.1635042703539497,0.08854495850110136,0.1972725570898296,0.14925308297439893,0.19371962941757453,0.014251187379550778,0.0035529276722550684
mar,0.05,0.3,7,max,0.19559711669588933,0.19559711669588933,0.11679329826612117,0.14249505278036262,0.09041270701697912,0.09041270701697912,0.07461682970276563,0.18265643169106544,0.08657728163343659,0.1826771866774138,0.0038354253835425345,-2.0754986348375803e-05
mar,0.05,0.3,8,max,0.1379377431906615,0.1379377431906615,0.08867704280155642,0.1072500482326367,0.1506781475370939,0.1506781475370939,0.086195941963773,0.19487483071854533,0.1268395234758234,0.19138399468594824,0.02383862406127052,0.003490836032597089
mar,0.05,0.3,9,max,0.18255360623781677,0.18255360623781677,0.12265107212475634,0.13912356914749258,0.15587315552736486,0.15587315552736486,0.08026967350185897,0.1900400785967158,0.13788044645871483,0.18688983966092204,0.017992709068650026,0.0031502389357937477
mar,0.15,0.0,0,max,2.134876959056231e-05,2.134876959056231e-05,9.853841518198126e-06,1.0878355837039198e-05,0.13167881456859765,0.13167881456859765,0.07963646730711238,0.18283731925070051,0.13167881456859765,0.18283731925070051,0.0,0.0
mar,0.15,0.0,1,max,6.857785346361944e-05,6.857785346361944e-05,3.481728957731127e-05,3.8550339028216405e-05,0.1721042171809435,0.1721042171809435,0.08518091947403782,0.19946423878485375,0.1721042171809435,0.19946423878485375,0.0,0.0
mar,0.15,0.0,2,max,5.409275642598299e-05,5.409275642598299e-05,2.1331648320033204e-05,2.4770400985317208e-05,0.07817715110630566,0.06614401858304297,0.07817715110630566,0.181358445082837,0.07817715110630566,0.181358445082837,0.0,0.0
mar,0.15,0.0,3,max,6.283824543114325e-05,6.283824543114325e-05,3.4286938819244604e-05,3.0071656435972247e-05,0.13109539360414102,0.13109539360414102,0.07690479634049793,0.1850451757683258,0.13109539360414102,0.1850451757683258,0.0,0.0
mar,0.15,0.0,4,max,4.8933748055608045e-05,4.8933748055608045e-05,1.8247423319386197e-05,9.890469831115788e-06,0.12709908475925186,0.12709908475925186,0.07870345350060641,0.18741481409206653,0.12709908475925186,0.18741481409206653,0.0,0.0
mar,0.15,0.0,5,max,3.080102399859869e-05,3.080102399859869e-05,1.1608073213804915e-05,1.1282571577187153e-05,0.1061150083041017,0.1061150083041017,0.08456440585443828,0.18730633576277578,0.1061150083041017,0.18730633576277578,0.0,0.0
mar,0.15,0.0,6,max,4.797211175042171e-05,4.797211175042171e-05,2.9009382867302423e-05,2.8206488699939624e-05,0.16925555777878404,0.16925555777878404,0.09123115633620214,0.1972671338265643,0.16925555777878404,0.1972671338265643,0.0,0.0
mar,0.15,0.0,7,max,6.213695547881148e-05,6.213695547881148e-05,2.2240694501343693e-05,2.5573974506271638e-05,0.09042258849570017,0.09042258849570017,0.07417342015081599,0.1801533062124962,0.09042258849570017,0.1801533062124962,0.0,0.0
mar,0.15,0.0,8,max,3.3927230527683316e-05,3.3927230527683316e-05,1.569162855257558e-05,1.6133843288970144e-05,0.14717429329743031,0.14717429329743031,0.08759891679711437,0.19489873801170515,0.14717429329743031,0.19489873801170515,0.0,0.0
mar,0.15,0.0,9,max,4.605656073658482e-05,4.605656073658482e-05,3.078637363578829e-05,3.368374599842673e-05,0.14636970955630357,0.14636970955630357,0.07896128618511844,0.18658720082409025,0.14636970955630357,0.18658720082409025,0.0,0.0
mar,0.15,0.05,0,max,0.047071940969356976,0.047071940969356976,0.028856660031722305,0.03817623806213505,0.13358837721146366,0.13358837721146366,0.07688472364554255,0.18073624659781984,0.13167881456859765,0.18283731925070051,0.001909562642866014,-0.0021010726528806756
mar,0.15,0.05,1,max,0.047488277814787455,0.047488277814787455,0.03639065119153837,0.043240514738764474,0.17745734657499362,0.17745734657499362,0.08438461432990658,0.19980603324777357,0.1721042171809435,0.19946423878485375,0.005353129394050138,0.00034179446291981996
mar,0.15,0.05,2,max,0.04194996978510382,0.04194996978510382,0.02808334524376959,0.032327648525572,0.07769692059566055,0.06504065040650409,0.07769692059566055,0.18026694174236796,0.07817715110630566,0.181358445082837,-0.0004802305106451077,-0.0010915033404690355
mar,0.15,0.05,3,max,0.04727202957339084,0.04727202957339084,0.03004592356703769,0.03675173969217315,0.12712713963588707,0.12712713963588707,0.07742629276672444,0.18489254258956034,0.13109539360414102,0.1850451757683258,-0.003968253968253954,-0.00015263317876546
mar,0.15,0.05,4,max,0.04635625969306194,0.04635625969306194,0.026474621205326183,0.03688212655070488,0.13347308282644538,0.13347308282644538,0.07943592644905327,0.18790009500179478,0.12709908475925186,0.18741481409206653,0.00637399806719352,0.0004852809097282418
mar,0.15,0.05,5,max,0.03733967460473904,0.03733967460473904,0.02155381963161136,0.02800707864345688,0.10493061454355468,0.10493061454355468,0.08456440585443828,0.18730143411785266,0.1061150083041017,0.18730633576277578,-0.00118439376054702,-4.9016449231165105e-06
mar,0.15,0.05,6,max,0.04967053785759111,0.04967053785759111,0.038089342498694834,0.04243576722111114,0.18182440473056222,0.18182440473056222,0.09018105988202553,0.19828130870836558,0.16925555777878404,0.1972671338265643,0.012568846951778179,0.0010141748818012775
mar,0.15,0.05,7,max,0.04888837196139746,0.04888837196139746,0.029201301393043687,0.035626932914207515,0.09244687999367585,0.09244687999367585,0.07417342015081599,0.18037909081398637,0.09042258849570017,0.1801533062124962,0.002024291497975672,0.00022578460149016988
mar,0.15,0.05,8,max,0.03454440576148543,0.03454440576148543,0.022177022322342824,0.02682583241436335,0.14555617478438881,0.14555617478438881,0.08698984479006706,0.19421126721523096,0.14717429329743031,0.19489873801170515,-0.0016181185130415,-0.0006874707964741877
mar,0.15,0.05,9,max,0.04565451110573557,0.04565451110573557,0.03066586580184199,0.03479006753222198,0.14971644483547664,0.14971644483547664,0.08033015115354017,0.18824271451999758,0.14636970955630357,0.18658720082409025,0.003346735279173063,0.001655513695907329
mar,0.15,0.1,0,max,0.09422085191850889,0.09422085191850889,0.05770988595482708,0.07632205538522874,0.139754768516976,0.139754768516976,0.07826059547632747,0.1829475353681541,0.13167881456859765,0.18283731925070051,0.008075953948378345,0.00011021611745359872
