mechanism,base_rate,group_gap,seed,aggregation,statistic,statistic_max,statistic_mean,statistic_weighted,statistic_mi,eo_gap,tpr_gap,fpr_gap,dp_gap,eo_base,dp_base,eo_gap_delta,dp_gap_delta
mcar,0.05,0.1,2,max,0.08381891528462573,0.08381891528462573,0.05611833258628418,0.06460948900405697,0.055683566918594225,0.29620506316765033,0.29620506316765033,0.19188945560766327,0.2798463983050848,0.29222151764954557,0.2681938559322034,0.0039835455181047585,0.01165254237288138
mcar,0.05,0.1,3,max,0.09474629546475079,0.09474629546475079,0.060170633138751685,0.07366713804127098,0.048733584775883736,0.2967676767676768,0.2967676767676768,0.16147388166397877,0.26411113764827643,0.2825858585858586,0.26984316535307695,0.014181818181818184,-0.005732027704800524
mcar,0.05,0.1,4,max,0.09272727272727273,0.09272727272727273,0.052909090909090906,0.07372539831302719,0.06305813827009987,0.2737436606731212,0.2737436606731212,0.1639204283208714,0.24518378173550584,0.32263057366791803,0.263448275862069,-0.048886912994796805,-0.01826449412656314
mcar,0.05,0.1,5,max,0.0745793542519327,0.0745793542519327,0.04301955434288314,0.055951821267979776,0.062183362984253296,0.23410721823554248,0.23410721823554248,0.1486072375443308,0.23128774805867125,0.24816378218657664,0.23786669542709232,-0.014056563951034162,-0.006578947368421073
mcar,0.05,0.1,6,max,0.09914375844975214,0.09914375844975214,0.07607030193780982,0.08472498392811757,0.08015968350320672,0.28227891322374515,0.28227891322374515,0.1788329952205756,0.26311195799909387,0.31061899419540506,0.29268048929989604,-0.02834008097165991,-0.02956853130080217
mcar,0.05,0.1,7,max,0.09781152300133988,0.09781152300133988,0.058329611433675745,0.07121903442181515,0.05899472779322336,0.24821407853082061,0.24821407853082061,0.1448177838421741,0.24845679012345678,0.27788275073342944,0.2672127255460589,-0.029668672202608826,-0.01875593542260212
mcar,0.05,0.1,8,max,0.06899641577060932,0.06899641577060932,0.04435483870967742,0.05363220013757648,0.03416454150181416,0.3696896727690247,0.3696896727690247,0.23202266483516482,0.3299639514742838,0.37767908400841993,0.3346441386817721,-0.007989411239395228,-0.004680187207488307
mcar,0.05,0.1,9,max,0.09143621766280106,0.09143621766280106,0.06137377341659232,0.06965334107835612,0.05902049193153872,0.3164163476326037,0.3164163476326037,0.2213463463463463,0.3063108450516395,0.3203020189129937,0.30738265641284,-0.003885671280390024,-0.001071811361200492
mcar,0.05,0.2,0,max,0.14123006833712984,0.14123006833712984,0.08665148063781321,0.11449642984605582,0.03836585901006334,0.30641383434665603,0.30641383434665603,0.20668036761649655,0.29168130828490335,0.33031828299943516,0.29716853628868767,-0.02390444865277913,-0.005487228003784317
mcar,0.05,0.2,1,max,0.14228007181328545,0.14228007181328545,0.10915619389587072,0.12974301355948217,0.1250937710713371,0.3747855092451529,0.3747855092451529,0.22555082222527598,0.32327485457671007,0.40547171929374404,0.34490807126197076,-0.030686210048591123,-0.021633216685260692
mcar,0.05,0.2,2,max,0.12595248767368894,0.12595248767368894,0.08435679067682653,0.09713528480673497,0.07906327346628841,0.2781327740110238,0.2781327740110238,0.1966761373361175,0.27293432203389834,0.29222151764954557,0.2681938559322034,-0.01408874363852175,0.004740466101694929
mcar,0.05,0.2,3,max,0.141894925909295,0.141894925909295,0.09016614279299506,0.11026124509595209,0.0448278803735889,0.2845656565656566,0.2845656565656566,0.1732777453705292,0.2630164795796513,0.2825858585858586,0.26984316535307695,0.0019797979797979703,-0.006826685773425656
mcar,0.05,0.2,4,max,0.1390909090909091,0.1390909090909091,0.07936363636363637,0.11057638238050609,0.11313635188037596,0.2596736481591253,0.2596736481591253,0.15636250346164496,0.2341038272072755,0.32263057366791803,0.263448275862069,-0.06295692550879273,-0.029344448654793492
mcar,0.05,0.2,5,max,0.1123237835379718,0.1123237835379718,0.06475670759436107,0.08420834802336097,0.09310045237145124,0.23697762769100889,0.23697762769100889,0.1568077218836438,0.23498166522864533,0.24816378218657664,0.23786669542709232,-0.011186154495567757,-0.0028850301984469917
mcar,0.05,0.2,6,max,0.1491662911221271,0.1491662911221271,0.11428571428571428,0.12737286099544654,0.12112620444124353,0.29432710599482953,0.29432710599482953,0.19892491604488305,0.2793486661514271,0.31061899419540506,0.29268048929989604,-0.016291888200575533,-0.013331823148468924
mcar,0.05,0.2,7,max,0.14649397052255472,0.14649397052255472,0.08753907994640465,0.10671218018247941,0.10302898417595964,0.24255382626423355,0.24255382626423355,0.1566888396156689,0.2509496676163343,0.27788275073342944,0.2672127255460589,-0.03532892446919589,-0.0162630579297246
mcar,0.05,0.2,8,max,0.10349462365591398,0.10349462365591398,0.06657706093189963,0.08056013835221928,0.045892488455113845,0.36579862218536713,0.36579862218536713,0.23861607142857144,0.3315852252329754,0.37767908400841993,0.3346441386817721,-0.011880461823052801,-0.0030589134487967184
mcar,0.05,0.2,9,max,0.13693131132917039,0.13693131132917039,0.09188224799286351,0.10428189116859946,0.0877383491775845,0.31021563430516014,0.31021563430516014,0.2164323414323414,0.30123826317167257,0.3203020189129937,0.30738265641284,-0.010086384607833565,-0.006144393241167445
mcar,0.05,0.3,0,max,0.18861047835990888,0.18861047835990888,0.11544419134396355,0.1527950623232467,0.05108162531785093,0.3263812751254194,0.3263812751254194,0.20758670853923242,0.30125016894174883,0.33031828299943516,0.29716853628868767,-0.003937007874015741,0.004081632653061162
mcar,0.05,0.3,1,max,0.18985637342908437,0.18985637342908437,0.1455116696588869,0.17283782092531041,0.17658393698818528,0.3688118414933367,0.3688118414933367,0.2400657322156566,0.32701300811121303,0.40547171929374404,0.34490807126197076,-0.03665987780040736,-0.01789506315075773
mcar,0.05,0.3,2,max,0.16808606006275212,0.16808606006275212,0.11250560286866876,0.129506893983903,0.10081312625446419,0.29215648017169893,0.29215648017169893,0.17558963475165165,0.2698622881355932,0.29222151764954557,0.2681938559322034,-6.503747784664116e-05,0.0016684322033898025
